,dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
0,10/07/2020,10,07,2020,255,20,Afghanistan,AF,AFG,38041757.0,Asia,9.81290112
1,09/07/2020,09,07,2020,59,1,Afghanistan,AF,AFG,38041757.0,Asia,10.35178265
2,08/07/2020,08,07,2020,210,16,Afghanistan,AF,AFG,38041757.0,Asia,10.81180346
3,07/07/2020,07,07,2020,433,56,Afghanistan,AF,AFG,38041757.0,Asia,11.14827583
4,06/07/2020,06,07,2020,279,38,Afghanistan,AF,AFG,38041757.0,Asia,10.82494691
5,05/07/2020,05,07,2020,348,7,Afghanistan,AF,AFG,38041757.0,Asia,11.16667666
6,04/07/2020,04,07,2020,302,12,Afghanistan,AF,AFG,38041757.0,Asia,11.68715735
7,03/07/2020,03,07,2020,186,33,Afghanistan,AF,AFG,38041757.0,Asia,11.80281973
8,02/07/2020,02,07,2020,319,28,Afghanistan,AF,AFG,38041757.0,Asia,13.04356158
9,01/07/2020,01,07,2020,279,13,Afghanistan,AF,AFG,38041757.0,Asia,13.68759072
10,30/06/2020,30,06,2020,271,12,Afghanistan,AF,AFG,38041757.0,Asia,15.01245066
11,29/06/2020,29,06,2020,351,18,Afghanistan,AF,AFG,38041757.0,Asia,16.30050894
12,28/06/2020,28,06,2020,165,20,Afghanistan,AF,AFG,38041757.0,Asia,17.12328902
13,27/06/2020,27,06,2020,276,8,Afghanistan,AF,AFG,38041757.0,Asia,18.15110695
14,26/06/2020,26,06,2020,460,36,Afghanistan,AF,AFG,38041757.0,Asia,19.15000929
15,25/06/2020,25,06,2020,234,21,Afghanistan,AF,AFG,38041757.0,Asia,19.90444343
16,24/06/2020,24,06,2020,338,20,Afghanistan,AF,AFG,38041757.0,Asia,21.08735409
17,23/06/2020,23,06,2020,310,17,Afghanistan,AF,AFG,38041757.0,Asia,21.62360692
18,22/06/2020,22,06,2020,409,12,Afghanistan,AF,AFG,38041757.0,Asia,22.32020987
19,21/06/2020,21,06,2020,546,21,Afghanistan,AF,AFG,38041757.0,Asia,23.32436959
20,20/06/2020,20,06,2020,346,2,Afghanistan,AF,AFG,38041757.0,Asia,23.41900244
21,19/06/2020,19,06,2020,658,42,Afghanistan,AF,AFG,38041757.0,Asia,24.91472726
22,18/06/2020,18,06,2020,564,13,Afghanistan,AF,AFG,38041757.0,Asia,25.25382831
23,17/06/2020,17,06,2020,783,13,Afghanistan,AF,AFG,38041757.0,Asia,25.76379424
24,16/06/2020,16,06,2020,761,7,Afghanistan,AF,AFG,38041757.0,Asia,25.70070567
25,15/06/2020,15,06,2020,664,20,Afghanistan,AF,AFG,38041757.0,Asia,25.13290856
26,14/06/2020,14,06,2020,556,5,Afghanistan,AF,AFG,38041757.0,Asia,25.1749676
27,13/06/2020,13,06,2020,656,20,Afghanistan,AF,AFG,38041757.0,Asia,25.98986161
28,12/06/2020,12,06,2020,747,21,Afghanistan,AF,AFG,38041757.0,Asia,25.90311483
29,11/06/2020,11,06,2020,684,21,Afghanistan,AF,AFG,38041757.0,Asia,25.46412354
30,10/06/2020,10,06,2020,542,15,Afghanistan,AF,AFG,38041757.0,Asia,25.30903081
31,09/06/2020,09,06,2020,575,12,Afghanistan,AF,AFG,38041757.0,Asia,25.61395889
32,08/06/2020,08,06,2020,791,30,Afghanistan,AF,AFG,38041757.0,Asia,25.65601794
33,07/06/2020,07,06,2020,582,18,Afghanistan,AF,AFG,38041757.0,Asia,25.11187903
34,06/06/2020,06,06,2020,915,9,Afghanistan,AF,AFG,38041757.0,Asia,25.63761711
35,05/06/2020,05,06,2020,787,6,Afghanistan,AF,AFG,38041757.0,Asia,24.65185822
36,04/06/2020,04,06,2020,758,24,Afghanistan,AF,AFG,38041757.0,Asia,23.97891349
37,03/06/2020,03,06,2020,759,5,Afghanistan,AF,AFG,38041757.0,Asia,23.27968185
38,02/06/2020,02,06,2020,545,8,Afghanistan,AF,AFG,38041757.0,Asia,22.81177497
39,01/06/2020,01,06,2020,680,8,Afghanistan,AF,AFG,38041757.0,Asia,22.45164439
40,31/05/2020,31,05,2020,866,3,Afghanistan,AF,AFG,38041757.0,Asia,21.35285181
41,30/05/2020,30,05,2020,623,11,Afghanistan,AF,AFG,38041757.0,Asia,19.07640596
42,29/05/2020,29,05,2020,580,8,Afghanistan,AF,AFG,38041757.0,Asia,20.23302972
43,28/05/2020,28,05,2020,625,7,Afghanistan,AF,AFG,38041757.0,Asia,19.00543132
44,27/05/2020,27,05,2020,658,1,Afghanistan,AF,AFG,38041757.0,Asia,18.04333065
45,26/05/2020,26,05,2020,591,1,Afghanistan,AF,AFG,38041757.0,Asia,17.04968569
46,25/05/2020,25,05,2020,584,2,Afghanistan,AF,AFG,38041757.0,Asia,16.24530644
47,24/05/2020,24,05,2020,782,11,Afghanistan,AF,AFG,38041757.0,Asia,15.68013801
48,23/05/2020,23,05,2020,540,12,Afghanistan,AF,AFG,38041757.0,Asia,14.29481819
49,22/05/2020,22,05,2020,531,6,Afghanistan,AF,AFG,38041757.0,Asia,13.44049382
50,21/05/2020,21,05,2020,492,9,Afghanistan,AF,AFG,38041757.0,Asia,12.49416529
51,20/05/2020,20,05,2020,581,5,Afghanistan,AF,AFG,38041757.0,Asia,11.64246962
52,19/05/2020,19,05,2020,408,4,Afghanistan,AF,AFG,38041757.0,Asia,10.98266833
53,18/05/2020,18,05,2020,262,1,Afghanistan,AF,AFG,38041757.0,Asia,10.40961384
54,17/05/2020,17,05,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,10.3386392
55,16/05/2020,16,05,2020,1063,32,Afghanistan,AF,AFG,38041757.0,Asia,10.6908837
56,15/05/2020,15,05,2020,113,6,Afghanistan,AF,AFG,38041757.0,Asia,8.32769107
57,14/05/2020,14,05,2020,259,3,Afghanistan,AF,AFG,38041757.0,Asia,8.61421832
58,13/05/2020,13,05,2020,280,5,Afghanistan,AF,AFG,38041757.0,Asia,8.25408774
59,12/05/2020,12,05,2020,285,2,Afghanistan,AF,AFG,38041757.0,Asia,7.84401204
60,11/05/2020,11,05,2020,369,5,Afghanistan,AF,AFG,38041757.0,Asia,7.54697003
61,10/05/2020,10,05,2020,255,6,Afghanistan,AF,AFG,38041757.0,Asia,6.75573423
62,09/05/2020,09,05,2020,215,3,Afghanistan,AF,AFG,38041757.0,Asia,6.37983151
63,08/05/2020,08,05,2020,171,2,Afghanistan,AF,AFG,38041757.0,Asia,5.99867141
64,07/05/2020,07,05,2020,168,9,Afghanistan,AF,AFG,38041757.0,Asia,5.82517784
65,06/05/2020,06,05,2020,330,5,Afghanistan,AF,AFG,38041757.0,Asia,5.60436785
66,05/05/2020,05,05,2020,190,5,Afghanistan,AF,AFG,38041757.0,Asia,4.89725015
67,04/05/2020,04,05,2020,235,13,Afghanistan,AF,AFG,38041757.0,Asia,4.48980314
68,03/05/2020,03,05,2020,134,4,Afghanistan,AF,AFG,38041757.0,Asia,4.10338566
69,02/05/2020,02,05,2020,164,4,Afghanistan,AF,AFG,38041757.0,Asia,3.91674864
70,01/05/2020,01,05,2020,222,4,Afghanistan,AF,AFG,38041757.0,Asia,3.61970663
71,30/04/2020,30,04,2020,122,0,Afghanistan,AF,AFG,38041757.0,Asia,3.06242427
72,29/04/2020,29,04,2020,124,3,Afghanistan,AF,AFG,38041757.0,Asia,2.92573237
73,28/04/2020,28,04,2020,172,0,Afghanistan,AF,AFG,38041757.0,Asia,2.7285806
74,27/04/2020,27,04,2020,68,10,Afghanistan,AF,AFG,38041757.0,Asia,2.42890989
75,26/04/2020,26,04,2020,112,4,Afghanistan,AF,AFG,38041757.0,Asia,2.38685085
76,25/04/2020,25,04,2020,70,1,Afghanistan,AF,AFG,38041757.0,Asia,2.181813
77,24/04/2020,24,04,2020,105,2,Afghanistan,AF,AFG,38041757.0,Asia,2.09506622
78,23/04/2020,23,04,2020,84,4,Afghanistan,AF,AFG,38041757.0,Asia,1.97940384
79,22/04/2020,22,04,2020,61,1,Afghanistan,AF,AFG,38041757.0,Asia,1.90580051
80,21/04/2020,21,04,2020,35,2,Afghanistan,AF,AFG,38041757.0,Asia,1.82431111
81,20/04/2020,20,04,2020,88,3,Afghanistan,AF,AFG,38041757.0,Asia,1.83219718
82,19/04/2020,19,04,2020,63,0,Afghanistan,AF,AFG,38041757.0,Asia,1.67710445
83,18/04/2020,18,04,2020,51,1,Afghanistan,AF,AFG,38041757.0,Asia,1.60350112
84,17/04/2020,17,04,2020,10,4,Afghanistan,AF,AFG,38041757.0,Asia,1.46943791
85,16/04/2020,16,04,2020,70,2,Afghanistan,AF,AFG,38041757.0,Asia,1.55618469
86,15/04/2020,15,04,2020,49,2,Afghanistan,AF,AFG,38041757.0,Asia,1.44052232
87,14/04/2020,14,04,2020,58,3,Afghanistan,AF,AFG,38041757.0,Asia,1.37743375
88,13/04/2020,13,04,2020,52,0,Afghanistan,AF,AFG,38041757.0,Asia,1.29594435
89,12/04/2020,12,04,2020,34,3,Afghanistan,AF,AFG,38041757.0,Asia,1.18028197
90,11/04/2020,11,04,2020,37,0,Afghanistan,AF,AFG,38041757.0,Asia,1.13033686
91,10/04/2020,10,04,2020,61,1,Afghanistan,AF,AFG,38041757.0,Asia,1.07513436
92,09/04/2020,09,04,2020,56,3,Afghanistan,AF,AFG,38041757.0,Asia,0.91478425
93,08/04/2020,08,04,2020,30,4,Afghanistan,AF,AFG,38041757.0,Asia,0.85432437
94,07/04/2020,07,04,2020,38,0,Afghanistan,AF,AFG,38041757.0,Asia,0.78072104
95,06/04/2020,06,04,2020,29,2,Afghanistan,AF,AFG,38041757.0,Asia,0.69660295
96,05/04/2020,05,04,2020,35,1,Afghanistan,AF,AFG,38041757.0,Asia,0.64665783
97,04/04/2020,04,04,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.55465367
98,03/04/2020,03,04,2020,43,0,Afghanistan,AF,AFG,38041757.0,Asia,0.55991105
99,02/04/2020,02,04,2020,26,0,Afghanistan,AF,AFG,38041757.0,Asia,0.44687736
100,01/04/2020,01,04,2020,25,0,Afghanistan,AF,AFG,38041757.0,Asia,0.37853141
101,31/03/2020,31,03,2020,27,0,Afghanistan,AF,AFG,38041757.0,Asia,0.31544284
102,30/03/2020,30,03,2020,8,1,Afghanistan,AF,AFG,38041757.0,Asia,0.25761166
103,29/03/2020,29,03,2020,15,1,Afghanistan,AF,AFG,38041757.0,Asia,0.25235427
104,28/03/2020,28,03,2020,16,1,Afghanistan,AF,AFG,38041757.0,Asia,0.22080999
105,27/03/2020,27,03,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.18663702
106,26/03/2020,26,03,2020,33,0,Afghanistan,AF,AFG,38041757.0,Asia,0.19452309
107,25/03/2020,25,03,2020,2,0,Afghanistan,AF,AFG,38041757.0,Asia,0.1077763
108,24/03/2020,24,03,2020,6,1,Afghanistan,AF,AFG,38041757.0,Asia,0.10251892
109,23/03/2020,23,03,2020,10,0,Afghanistan,AF,AFG,38041757.0,Asia,0.08674678
110,22/03/2020,22,03,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.06045988
111,21/03/2020,21,03,2020,2,0,Afghanistan,AF,AFG,38041757.0,Asia,0.06045988
112,20/03/2020,20,03,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0552025
113,19/03/2020,19,03,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.05783119
114,18/03/2020,18,03,2020,1,0,Afghanistan,AF,AFG,38041757.0,Asia,0.05783119
115,17/03/2020,17,03,2020,5,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0552025
116,16/03/2020,16,03,2020,6,0,Afghanistan,AF,AFG,38041757.0,Asia,0.04205905
117,15/03/2020,15,03,2020,3,0,Afghanistan,AF,AFG,38041757.0,Asia,0.0262869
118,11/03/2020,11,03,2020,3,0,Afghanistan,AF,AFG,38041757.0,Asia,0.01840083
119,08/03/2020,08,03,2020,3,0,Afghanistan,AF,AFG,38041757.0,Asia,0.01051476
120,02/03/2020,02,03,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.00262869
121,01/03/2020,01,03,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.00262869
122,29/02/2020,29,02,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.00262869
123,28/02/2020,28,02,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.00262869
124,27/02/2020,27,02,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.00262869
125,26/02/2020,26,02,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0.00262869
126,25/02/2020,25,02,2020,1,0,Afghanistan,AF,AFG,38041757.0,Asia,0.00262869
127,24/02/2020,24,02,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
128,23/02/2020,23,02,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
129,22/02/2020,22,02,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
130,21/02/2020,21,02,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
131,20/02/2020,20,02,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
132,19/02/2020,19,02,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
133,18/02/2020,18,02,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
134,17/02/2020,17,02,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
135,16/02/2020,16,02,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
136,15/02/2020,15,02,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
137,14/02/2020,14,02,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
138,13/02/2020,13,02,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
139,12/02/2020,12,02,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
140,11/02/2020,11,02,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
141,10/02/2020,10,02,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
142,09/02/2020,09,02,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
143,08/02/2020,08,02,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
144,07/02/2020,07,02,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
145,06/02/2020,06,02,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
146,05/02/2020,05,02,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
147,04/02/2020,04,02,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
148,03/02/2020,03,02,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
149,02/02/2020,02,02,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
150,01/02/2020,01,02,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
151,31/01/2020,31,01,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
152,30/01/2020,30,01,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
153,29/01/2020,29,01,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
154,28/01/2020,28,01,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
155,27/01/2020,27,01,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
156,26/01/2020,26,01,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
157,25/01/2020,25,01,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
158,24/01/2020,24,01,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
159,23/01/2020,23,01,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
160,22/01/2020,22,01,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
161,21/01/2020,21,01,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
162,20/01/2020,20,01,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
163,19/01/2020,19,01,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
164,18/01/2020,18,01,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
165,17/01/2020,17,01,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
166,16/01/2020,16,01,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
167,15/01/2020,15,01,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
168,14/01/2020,14,01,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
169,13/01/2020,13,01,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,0
170,12/01/2020,12,01,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,
171,11/01/2020,11,01,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,
172,10/01/2020,10,01,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,
173,09/01/2020,09,01,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,
174,08/01/2020,08,01,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,
175,07/01/2020,07,01,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,
176,06/01/2020,06,01,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,
177,05/01/2020,05,01,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,
178,04/01/2020,04,01,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,
179,03/01/2020,03,01,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,
180,02/01/2020,02,01,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,
181,01/01/2020,01,01,2020,0,0,Afghanistan,AF,AFG,38041757.0,Asia,
182,31/12/2019,31,12,2019,0,0,Afghanistan,AF,AFG,38041757.0,Asia,
183,10/07/2020,10,07,2020,82,0,Albania,AL,ALB,2862427.0,Europe,34.79564719
184,09/07/2020,09,07,2020,68,2,Albania,AL,ALB,2862427.0,Europe,34.65590564
185,08/07/2020,08,07,2020,74,2,Albania,AL,ALB,2862427.0,Europe,34.62097025
186,07/07/2020,07,07,2020,71,3,Albania,AL,ALB,2862427.0,Europe,33.85239169
187,06/07/2020,06,07,2020,74,2,Albania,AL,ALB,2862427.0,Europe,33.74758553
188,05/07/2020,05,07,2020,67,2,Albania,AL,ALB,2862427.0,Europe,32.42004076
189,04/07/2020,04,07,2020,90,3,Albania,AL,ALB,2862427.0,Europe,31.93094531
190,03/07/2020,03,07,2020,82,4,Albania,AL,ALB,2862427.0,Europe,30.53352976
191,02/07/2020,02,07,2020,45,3,Albania,AL,ALB,2862427.0,Europe,29.97456354
192,01/07/2020,01,07,2020,69,4,Albania,AL,ALB,2862427.0,Europe,30.14924049
193,30/06/2020,30,06,2020,64,3,Albania,AL,ALB,2862427.0,Europe,30.60340054
194,29/06/2020,29,06,2020,72,2,Albania,AL,ALB,2862427.0,Europe,30.77807748
195,28/06/2020,28,06,2020,61,2,Albania,AL,ALB,2862427.0,Europe,30.25404665
196,27/06/2020,27,06,2020,77,2,Albania,AL,ALB,2862427.0,Europe,29.7998866
197,26/06/2020,26,06,2020,78,2,Albania,AL,ALB,2862427.0,Europe,28.19285872
198,25/06/2020,25,06,2020,67,2,Albania,AL,ALB,2862427.0,Europe,27.0050555
199,24/06/2020,24,06,2020,52,1,Albania,AL,ALB,2862427.0,Europe,26.13167078
200,23/06/2020,23,06,2020,68,0,Albania,AL,ALB,2862427.0,Europe,25.57270456
201,22/06/2020,22,06,2020,36,1,Albania,AL,ALB,2862427.0,Europe,23.79099974
202,21/06/2020,21,06,2020,53,1,Albania,AL,ALB,2862427.0,Europe,23.02242118
203,20/06/2020,20,06,2020,50,3,Albania,AL,ALB,2862427.0,Europe,21.86955335
204,19/06/2020,19,06,2020,66,1,Albania,AL,ALB,2862427.0,Europe,20.64681475
205,18/06/2020,18,06,2020,50,1,Albania,AL,ALB,2862427.0,Europe,18.79523914
206,17/06/2020,17,06,2020,82,1,Albania,AL,ALB,2862427.0,Europe,17.74717748
207,16/06/2020,16,06,2020,69,0,Albania,AL,ALB,2862427.0,Europe,15.61611877
208,15/06/2020,15,06,2020,57,0,Albania,AL,ALB,2862427.0,Europe,13.41518928
209,14/06/2020,14,06,2020,48,0,Albania,AL,ALB,2862427.0,Europe,11.94790295
210,13/06/2020,13,06,2020,31,1,Albania,AL,ALB,2862427.0,Europe,11.07451823
211,12/06/2020,12,06,2020,44,1,Albania,AL,ALB,2862427.0,Europe,10.79503512
212,11/06/2020,11,06,2020,42,0,Albania,AL,ALB,2862427.0,Europe,10.16619812
213,10/06/2020,10,06,2020,36,0,Albania,AL,ALB,2862427.0,Europe,9.43255496
214,09/06/2020,09,06,2020,17,0,Albania,AL,ALB,2862427.0,Europe,9.04826569
215,08/06/2020,08,06,2020,14,0,Albania,AL,ALB,2862427.0,Europe,8.66397641
216,07/06/2020,07,06,2020,20,1,Albania,AL,ALB,2862427.0,Europe,8.48929947
217,06/06/2020,06,06,2020,15,0,Albania,AL,ALB,2862427.0,Europe,8.0700748
218,05/06/2020,05,06,2020,13,0,Albania,AL,ALB,2862427.0,Europe,7.96526863
219,04/06/2020,04,06,2020,20,0,Albania,AL,ALB,2862427.0,Europe,7.68578552
220,03/06/2020,03,06,2020,21,0,Albania,AL,ALB,2862427.0,Europe,7.51110858
221,02/06/2020,02,06,2020,6,0,Albania,AL,ALB,2862427.0,Europe,6.81240081
222,01/06/2020,01,06,2020,15,0,Albania,AL,ALB,2862427.0,Europe,6.67265925
223,31/05/2020,31,05,2020,23,0,Albania,AL,ALB,2862427.0,Europe,6.60278847
224,30/05/2020,30,05,2020,23,0,Albania,AL,ALB,2862427.0,Europe,6.39317614
225,29/05/2020,29,05,2020,26,0,Albania,AL,ALB,2862427.0,Europe,6.2184992
226,28/05/2020,28,05,2020,21,0,Albania,AL,ALB,2862427.0,Europe,5.93901609
227,27/05/2020,27,05,2020,25,1,Albania,AL,ALB,2862427.0,Europe,5.34511448
228,26/05/2020,26,05,2020,6,0,Albania,AL,ALB,2862427.0,Europe,4.61147131
229,25/05/2020,25,05,2020,9,1,Albania,AL,ALB,2862427.0,Europe,4.54160054
230,24/05/2020,24,05,2020,8,0,Albania,AL,ALB,2862427.0,Europe,4.6464067
231,23/05/2020,23,05,2020,12,0,Albania,AL,ALB,2862427.0,Europe,4.57653593
232,22/05/2020,22,05,2020,5,0,Albania,AL,ALB,2862427.0,Europe,4.43679437
233,21/05/2020,21,05,2020,15,0,Albania,AL,ALB,2862427.0,Europe,4.61147131
234,20/05/2020,20,05,2020,1,0,Albania,AL,ALB,2862427.0,Europe,4.50666515
235,19/05/2020,19,05,2020,2,0,Albania,AL,ALB,2862427.0,Europe,5.06563137
236,18/05/2020,18,05,2020,13,0,Albania,AL,ALB,2862427.0,Europe,5.2752437
237,17/05/2020,17,05,2020,17,0,Albania,AL,ALB,2862427.0,Europe,5.03069598
238,16/05/2020,16,05,2020,18,0,Albania,AL,ALB,2862427.0,Europe,4.68134209
239,15/05/2020,15,05,2020,18,0,Albania,AL,ALB,2862427.0,Europe,4.36692359
240,14/05/2020,14,05,2020,4,0,Albania,AL,ALB,2862427.0,Europe,3.98263432
241,13/05/2020,13,05,2020,4,0,Albania,AL,ALB,2862427.0,Europe,4.40185898
242,12/05/2020,12,05,2020,4,0,Albania,AL,ALB,2862427.0,Europe,4.75121287
243,11/05/2020,11,05,2020,12,0,Albania,AL,ALB,2862427.0,Europe,4.9608252
244,10/05/2020,10,05,2020,6,0,Albania,AL,ALB,2862427.0,Europe,5.03069598
245,09/05/2020,09,05,2020,8,0,Albania,AL,ALB,2862427.0,Europe,6.00888686
246,08/05/2020,08,05,2020,10,0,Albania,AL,ALB,2862427.0,Europe,6.25343459
247,07/05/2020,07,05,2020,12,0,Albania,AL,ALB,2862427.0,Europe,6.91720697
248,06/05/2020,06,05,2020,17,0,Albania,AL,ALB,2862427.0,Europe,7.37136703
249,05/05/2020,05,05,2020,8,0,Albania,AL,ALB,2862427.0,Europe,7.65085014
250,04/05/2020,04,05,2020,6,0,Albania,AL,ALB,2862427.0,Europe,8.13994558
251,03/05/2020,03,05,2020,7,0,Albania,AL,ALB,2862427.0,Europe,8.41942869
252,02/05/2020,02,05,2020,9,0,Albania,AL,ALB,2862427.0,Europe,8.48929947
253,01/05/2020,01,05,2020,7,0,Albania,AL,ALB,2862427.0,Europe,8.90852413
254,30/04/2020,30,04,2020,16,1,Albania,AL,ALB,2862427.0,Europe,9.50242574
255,29/04/2020,29,04,2020,14,2,Albania,AL,ALB,2862427.0,Europe,9.6072319
256,28/04/2020,28,04,2020,10,0,Albania,AL,ALB,2862427.0,Europe,9.39761957
257,27/04/2020,27,04,2020,14,1,Albania,AL,ALB,2862427.0,Europe,9.78190885
258,26/04/2020,26,04,2020,34,0,Albania,AL,ALB,2862427.0,Europe,9.74697346
259,25/04/2020,25,04,2020,15,0,Albania,AL,ALB,2862427.0,Europe,9.15307185
260,24/04/2020,24,04,2020,29,0,Albania,AL,ALB,2862427.0,Europe,8.87358874
261,23/04/2020,23,04,2020,25,1,Albania,AL,ALB,2862427.0,Europe,8.17488097
262,22/04/2020,22,04,2020,25,0,Albania,AL,ALB,2862427.0,Europe,7.89539786
263,21/04/2020,21,04,2020,22,0,Albania,AL,ALB,2862427.0,Europe,7.23162547
264,20/04/2020,20,04,2020,14,0,Albania,AL,ALB,2862427.0,Europe,7.02201314
265,19/04/2020,19,04,2020,9,0,Albania,AL,ALB,2862427.0,Europe,7.51110858
266,18/04/2020,18,04,2020,21,0,Albania,AL,ALB,2862427.0,Europe,8.20981636
267,17/04/2020,17,04,2020,24,1,Albania,AL,ALB,2862427.0,Europe,8.41942869
268,16/04/2020,16,04,2020,19,1,Albania,AL,ALB,2862427.0,Europe,8.20981636
269,15/04/2020,15,04,2020,8,1,Albania,AL,ALB,2862427.0,Europe,8.10501019
270,14/04/2020,14,04,2020,21,0,Albania,AL,ALB,2862427.0,Europe,8.52423485
271,13/04/2020,13,04,2020,13,0,Albania,AL,ALB,2862427.0,Europe,8.17488097
272,12/04/2020,12,04,2020,17,0,Albania,AL,ALB,2862427.0,Europe,8.24475174
273,11/04/2020,11,04,2020,7,0,Albania,AL,ALB,2862427.0,Europe,8.03513941
274,10/04/2020,10,04,2020,9,1,Albania,AL,ALB,2862427.0,Europe,8.20981636
275,09/04/2020,09,04,2020,17,0,Albania,AL,ALB,2862427.0,Europe,8.87358874
276,08/04/2020,08,04,2020,6,0,Albania,AL,ALB,2862427.0,Europe,9.08320107
277,07/04/2020,07,04,2020,16,1,Albania,AL,ALB,2862427.0,Europe,9.67710268
278,06/04/2020,06,04,2020,28,2,Albania,AL,ALB,2862427.0,Europe,9.50242574
279,05/04/2020,05,04,2020,29,2,Albania,AL,ALB,2862427.0,Europe,8.97839491
280,04/04/2020,04,04,2020,27,1,Albania,AL,ALB,2862427.0,Europe,8.17488097
281,03/04/2020,03,04,2020,18,1,Albania,AL,ALB,2862427.0,Europe,7.23162547
282,02/04/2020,02,04,2020,16,0,Albania,AL,ALB,2862427.0,Europe,6.98707775
283,01/04/2020,01,04,2020,20,3,Albania,AL,ALB,2862427.0,Europe,6.56785308
284,31/03/2020,31,03,2020,11,2,Albania,AL,ALB,2862427.0,Europe,6.00888686
285,30/03/2020,30,03,2020,15,0,Albania,AL,ALB,2862427.0,Europe,5.93901609
286,29/03/2020,29,03,2020,11,1,Albania,AL,ALB,2862427.0,Europe,5.55472681
287,28/03/2020,28,03,2020,12,3,Albania,AL,ALB,2862427.0,Europe,5.34511448
288,27/03/2020,27,03,2020,28,1,Albania,AL,ALB,2862427.0,Europe,5.2752437
